EURUSD.Close	EURUSD.High	EURUSD.Low	USDJPY.Close	USDJPY.High	USDJPY.Low	USDCHF.Close	USDCHF.High	USDCHF.Low	GBPUSD.Close	GBPUSD.High	GBPUSD.Low	USDCAD.Close	USDCAD.High	USDCAD.Low	EURGBP.Close	EURGBP.High	EURGBP.Low	EURJPY.Close	EURJPY.High	EURJPY.Low	EURCHF.Close	EURCHF.High	EURCHF.Low	AUDUSD.Close	AUDUSD.High	AUDUSD.Low	GBPJPY.Close	GBPJPY.High	GBPJPY.Low	CHFJPY.Close	CHFJPY.High	CHFJPY.Low	GBPCHF.Close	GBPCHF.High	GBPCHF.Low	NZDUSD.Close	NZDUSD.High	NZDUSD.Low
2010-04-12	1.3579	1.3691	1.3565	93.23	93.62	92.99	1.0598	1.0616	1.0552	1.5362	1.5485	1.5354	1.0035	1.0088	1.0012	0.8838	0.8849	0.8805	126.62	127.44	126.59	1.4394	1.4467	1.4379	0.9276	0.9382	0.9253	143.23	144.51	143.2	87.95	88.35	87.86	1.6284	1.6392	1.6271	0.7121	0.7194	0.7112
2010-04-13	1.3589	1.3626	1.3546	93.13	93.42	92.58	1.055	1.0602	1.054	1.5369	1.5449	1.5338	1.0015	1.0065	1.0008	0.8841	0.8862	0.8805	126.57	127.08	125.72	1.4339	1.4409	1.4328	0.9274	0.9291	0.9224	143.16	143.76	142.09	88.25	88.38	87.42	1.6213	1.6331	1.6206	0.7106	0.7146	0.7098
2010-04-14	1.3654	1.3678	1.3597	93.2	93.71	92.83	1.0518	1.056	1.0503	1.5465	1.549	1.5373	0.9988	1.002	0.9954	0.8828	0.8864	0.8807	127.23	127.68	126.82	1.4362	1.4387	1.4337	0.935	0.936	0.9274	144.1	144.63	143.26	88.59	88.88	88.35	1.6262	1.63	1.6187	0.7138	0.7153	0.7076
2010-04-15	1.3574	1.3666	1.352	93.02	93.53	92.87	1.056	1.0611	1.0508	1.5493	1.5523	1.5387	1.0031	1.0035	0.9959	0.8758	0.8831	0.875	126.26	127.66	125.84	1.4336	1.4367	1.4329	0.9335	0.9364	0.9311	144.15	145.04	143.28	88.07	88.95	87.74	1.6366	1.6392	1.626	0.7111	0.7161	0.7104
2010-04-16	1.3504	1.3581	1.3473	92.13	93.14	91.91	1.0605	1.0634	1.056	1.5389	1.548	1.5362	1.0134	1.0164	0.9999	0.8774	0.8801	0.8745	124.41	126.42	123.89	1.4325	1.4347	1.432	0.9252	0.9345	0.923	141.78	144.09	141.37	86.84	88.14	86.47	1.6323	1.6391	1.6288	0.709	0.7156	0.7066
2010-04-19	1.3486	1.3497	1.3415	92.39	92.46	91.61	1.063	1.0691	1.0617	1.5336	1.534	1.5191	1.0144	1.0215	1.0138	0.8791	0.8843	0.8788	124.58	124.65	123.18	1.4336	1.4362	1.4323	0.9228	0.9244	0.9158	141.65	141.75	139.43	86.9	86.94	85.92	1.6299	1.6322	1.6211	0.7098	0.7109	0.7055
2010-04-20	1.3444	1.3522	1.3429	93.14	93.4	92.4	1.0676	1.0689	1.0603	1.5369	1.5432	1.529	0.9989	1.0164	0.9972	0.8745	0.8803	0.8741	125.23	125.61	124.49	1.4357	1.4361	1.4325	0.9315	0.9324	0.9242	143.15	143.53	141.56	87.2	87.61	86.84	1.6411	1.6425	1.6289	0.7105	0.7144	0.7078
2010-04-21	1.3395	1.3447	1.3359	93.16	93.44	92.94	1.0696	1.0724	1.066	1.5407	1.5439	1.5333	0.9997	1.0013	0.9931	0.8691	0.8747	0.8683	124.8	125.52	124.29	1.4333	1.4357	1.4295	0.9277	0.9338	0.926	143.54	144.16	142.66	87.05	87.58	86.75	1.6483	1.65	1.64	0.7099	0.7132	0.7077
2010-04-22	1.3311	1.3421	1.326	93.51	93.54	92.74	1.0761	1.0803	1.0673	1.5382	1.5473	1.5343	0.9994	1.0039	0.996	0.8652	0.8697	0.8632	124.48	125.17	123.33	1.4331	1.4346	1.4311	0.9283	0.9304	0.9228	143.84	144.17	142.46	86.85	87.35	86.05	1.6558	1.6601	1.6474	0.711	0.714	0.7071
2010-04-23	1.3371	1.34	1.3202	94.06	94.32	93.32	1.073	1.085	1.0717	1.5369	1.5398	1.5296	0.9991	1.0065	0.9969	0.8698	0.8719	0.8608	125.77	126.06	123.42	1.4352	1.4362	1.4314	0.9263	0.9271	0.9172	144.57	144.78	143.12	87.62	87.81	86.15	1.6492	1.6642	1.6458	0.7161	0.7167	0.7086
2010-04-26	1.3363	1.3397	1.3291	93.97	94.35	93.94	1.0735	1.0787	1.0713	1.5455	1.5498	1.5374	1.0011	1.0023	0.9969	0.8645	0.8692	0.86	125.63	126.29	125.05	1.4355	1.4366	1.4333	0.9269	0.9312	0.9258	145.22	145.96	144.52	87.5	87.99	87.22	1.66	1.6672	1.6499	0.7226	0.7255	0.7167
2010-04-27	1.3174	1.3413	1.3163	93.04	94.02	92.82	1.0877	1.0878	1.07	1.5241	1.5482	1.5242	1.0179	1.0181	0.9993	0.8643	0.8698	0.864	122.57	125.96	122.6	1.4328	1.4381	1.433	0.9135	0.9286	0.9136	141.81	145.39	141.63	85.53	87.77	85.55	1.6574	1.6593	1.6508	0.71	0.7234	0.7099
2010-04-28	1.3196	1.3268	1.3116	94.13	94.32	93	1.0857	1.0924	1.0814	1.5183	1.5288	1.5126	1.0093	1.0197	1.0075	0.869	0.8709	0.863	124.22	124.95	122.46	1.4328	1.4377	1.4284	0.9246	0.9265	0.9143	142.9	143.51	141.75	86.68	87.07	85.47	1.6485	1.6604	1.6455	0.7197	0.7216	0.711
2010-04-29	1.3241	1.328	1.3185	94.07	94.26	93.86	1.0828	1.087	1.0808	1.5339	1.5344	1.5144	1.005	1.0113	1.0015	0.8631	0.8733	0.8631	124.57	124.91	123.76	1.4338	1.4357	1.4328	0.9283	0.9294	0.9224	144.25	144.41	142.23	86.84	87.07	86.37	1.6607	1.6617	1.6425	0.7237	0.7243	0.7153
2010-04-30	1.3314	1.3342	1.3226	93.92	94.6	93.88	1.076	1.0846	1.0748	1.529	1.539	1.5253	1.0158	1.0178	1.0017	0.8703	0.873	0.8624	125.07	125.98	124.39	1.4327	1.4359	1.4321	0.9251	0.9324	0.9247	143.66	145.21	143.29	87.29	87.85	86.71	1.6456	1.664	1.6428	0.7268	0.7325	0.7235
2010-05-03	1.3196	1.336	1.3155	94.59	94.8	93.85	1.0854	1.0888	1.0747	1.5244	1.5319	1.5212	1.0106	1.0187	1.0103	0.8655	0.8709	0.864	124.83	125.4	124.01	1.4322	1.4343	1.4318	0.9265	0.9275	0.9228	144.19	144.63	143.01	87.13	87.46	86.58	1.6545	1.6578	1.6461	0.7314	0.7323	0.7269
2010-05-04	1.3007	1.3213	1.2994	94.41	94.98	94.33	1.1012	1.1024	1.084	1.5156	1.5267	1.5092	1.0239	1.0255	1.0105	0.858	0.8671	0.8565	122.82	125.45	122.64	1.4325	1.4338	1.4318	0.9096	0.9272	0.9086	143.08	144.9	142.63	85.72	87.59	85.61	1.6689	1.6722	1.652	0.7199	0.7312	0.719
2010-05-05	1.2818	1.2996	1.2805	93.67	94.98	93.54	1.1175	1.1187	1.1024	1.5091	1.5172	1.5068	1.0302	1.0353	1.0233	0.8491	0.8578	0.8485	120.11	123.37	119.96	1.4326	1.4337	1.4314	0.9045	0.9117	0.9021	141.33	144.03	141.24	83.82	86.11	83.74	1.6864	1.6883	1.6701	0.7162	0.7219	0.7143
2010-05-06	1.2614	1.2856	1.251	90	93.98	88.03	1.1114	1.1245	1.1018	1.4816	1.5148	1.4715	1.0534	1.074	1.0284	0.851	0.8542	0.8426	113.54	120.71	110.5	1.4023	1.4346	1.3991	0.8841	0.9093	0.8716	133.31	142.29	130.03	80.9	84.93	78.96	1.6474	1.692	1.6441	0.7099	0.7276	0.7013
2010-05-07	1.2732	1.2797	1.2587	91.37	93.11	90.03	1.1077	1.1176	1.1053	1.4815	1.4935	1.4478	1.043	1.0571	1.0341	0.8592	0.8805	0.8443	116.35	118.57	113.66	1.4106	1.4188	1.4052	0.8871	0.8938	0.8805	135.38	138.19	133.17	82.46	83.81	80.85	1.6416	1.6657	1.6095	0.7134	0.7167	0.704
2010-05-10	1.2775	1.3093	1.276	93.2	93.54	91.79	1.1108	1.1116	1.0924	1.4855	1.5053	1.4764	1.0252	1.0391	1.0211	0.86	0.8751	0.8546	119.11	122.3	118.12	1.4194	1.4332	1.4175	0.9012	0.9078	0.8924	138.47	140.56	135.84	83.9	85.41	83.14	1.6497	1.6635	1.6285	0.7206	0.7295	0.7127
2010-05-11	1.2691	1.2802	1.2667	92.75	93.4	92.22	1.1088	1.1132	1.1037	1.4948	1.5005	1.4721	1.0212	1.0287	1.0151	0.8488	0.8617	0.8476	117.69	119.41	116.92	1.4076	1.4194	1.4028	0.8972	0.9035	0.8933	138.64	139.67	135.92	83.6	84.23	82.99	1.6576	1.6624	1.6358	0.7172	0.7224	0.7162
2010-05-12	1.2626	1.2739	1.2606	93.16	93.28	92.45	1.1108	1.1138	1.106	1.4825	1.5044	1.482	1.0191	1.0246	1.0154	0.8514	0.8545	0.8446	117.62	118.43	116.59	1.4026	1.4116	1.4014	0.8929	0.898	0.889	138.13	139.83	137.44	83.85	84.12	83.04	1.647	1.6693	1.642	0.7126	0.7199	0.7107
2010-05-13	1.2545	1.2684	1.2537	92.71	93.64	92.6	1.1164	1.1172	1.1078	1.4627	1.4916	1.4616	1.0198	1.0208	1.011	0.8573	0.8594	0.8499	116.31	118.69	116.27	1.4005	1.4071	1.3999	0.896	0.9026	0.8943	135.64	139.5	135.55	83.05	84.37	83.01	1.6328	1.6546	1.6302	0.7147	0.7191	0.7138
2010-05-14	1.238	1.2575	1.2359	92.25	93.09	91.81	1.1312	1.1332	1.1152	1.4536	1.4638	1.4497	1.0318	1.0377	1.0212	0.8516	0.862	0.8502	114.23	117.01	113.51	1.4007	1.4032	1.3998	0.8852	0.8973	0.8854	134.13	136.05	133.24	81.55	83.39	81.05	1.6441	1.6472	1.626	0.7062	0.7153	0.7063
2010-05-17	1.2386	1.2414	1.2237	92.51	92.69	91.77	1.1306	1.1445	1.1297	1.4471	1.4546	1.4253	1.0331	1.0437	1.0318	0.8556	0.8597	0.8501	114.6	114.9	112.49	1.4008	1.403	1.3995	0.8756	0.8861	0.8687	133.86	134.34	131.13	81.78	81.93	80.34	1.6367	1.6477	1.6294	0.696	0.7074	0.6918
2010-05-18	1.221	1.2444	1.2162	92.36	92.96	92.12	1.1467	1.1513	1.1269	1.4333	1.452	1.4307	1.0366	1.041	1.0245	0.8518	0.8606	0.8498	112.77	115.49	112.08	1.4	1.405	1.3996	0.8651	0.8789	0.8627	132.36	134.81	131.87	80.52	82.36	80.05	1.6437	1.6476	1.6297	0.6945	0.7039	0.6923
2010-05-19	1.2386	1.2398	1.2146	91.63	92.15	90.97	1.1509	1.1584	1.1423	1.4417	1.4443	1.424	1.0433	1.0536	1.0387	0.8588	0.8605	0.8463	113.48	113.74	110.88	1.4259	1.431	1.3957	0.8461	0.8637	0.8358	132.07	132.34	129.79	79.59	80.38	78.56	1.659	1.6655	1.6347	0.6767	0.6904	0.6661
2010-05-20	1.2523	1.2598	1.2298	89.76	91.88	89	1.1494	1.1574	1.1453	1.4409	1.4461	1.4232	1.0651	1.0719	1.0419	0.869	0.8716	0.8565	112.39	114.08	109.52	1.4393	1.4457	1.4139	0.8252	0.8498	0.8153	129.3	132.73	126.78	78.08	79.79	77.09	1.6554	1.6655	1.6386	0.6701	0.6876	0.6622
2010-05-21	1.2575	1.2672	1.2464	90.03	90.47	89.09	1.1485	1.158	1.1451	1.4486	1.4496	1.4318	1.0593	1.0748	1.0552	0.868	0.8775	0.8648	113.22	114.4	111.05	1.4445	1.4603	1.4351	0.8313	0.8366	0.8077	130.42	130.81	127.82	78.36	78.8	77.36	1.664	1.666	1.6467	0.6779	0.6817	0.6642
2010-05-24	1.2384	1.2559	1.2346	90.39	90.61	89.75	1.1587	1.161	1.1492	1.4435	1.4528	1.4353	1.06	1.0659	1.0534	0.8579	0.8674	0.8579	111.99	113.25	111.24	1.4352	1.4441	1.4312	0.8296	0.8357	0.8186	130.47	131.39	129.15	78.02	78.55	77.56	1.6722	1.6772	1.6618	0.6719	0.6786	0.67
2010-05-25	1.2332	1.2353	1.2176	90.06	90.31	89.28	1.1571	1.1697	1.1568	1.4395	1.4413	1.4262	1.0712	1.0851	1.0623	0.8566	0.8588	0.8511	111.08	111.5	108.85	1.427	1.4332	1.4209	0.8234	0.8249	0.8068	129.66	130.07	127.67	77.81	77.91	76.41	1.6658	1.6759	1.6592	0.6675	0.6725	0.6563
2010-05-26	1.2191	1.2375	1.2178	90	90.67	89.83	1.1601	1.1623	1.1516	1.4403	1.4442	1.4333	1.0668	1.0746	1.0581	0.8461	0.8575	0.8454	109.73	111.81	109.43	1.4144	1.4293	1.4133	0.8245	0.8388	0.8189	129.56	130.57	129.1	77.57	78.48	77.43	1.6703	1.6748	1.6588	0.6632	0.6742	0.6608
2010-05-27	1.2345	1.2394	1.2155	90.86	91	89.86	1.1528	1.1655	1.1487	1.4574	1.4607	1.437	1.0516	1.0713	1.0487	0.8471	0.851	0.8421	112.2	112.76	109.22	1.4238	1.4275	1.4109	0.8485	0.8507	0.8213	132.41	132.85	129.15	78.81	79.18	77.39	1.6806	1.6832	1.6652	0.6818	0.6848	0.663
2010-05-28	1.2276	1.2452	1.2271	90.85	91.41	90.61	1.1585	1.1593	1.1481	1.4458	1.461	1.4435	1.0506	1.054	1.0444	0.8488	0.8547	0.8445	111.51	113.68	111.38	1.4223	1.4307	1.4209	0.8459	0.8551	0.843	131.39	133.23	130.92	78.36	79.46	78.22	1.6758	1.6837	1.669	0.6785	0.6861	0.6757
2010-05-31	1.23	1.2334	1.2267	91.08	91.61	90.93	1.1547	1.1591	1.1533	1.4538	1.4548	1.4429	1.0456	1.0551	1.0415	0.8458	0.8524	0.8444	112.03	112.91	111.6	1.4203	1.4257	1.417	0.8436	0.8515	0.8383	132.38	132.94	131.38	78.86	79.31	78.46	1.6788	1.6814	1.67	0.679	0.6846	0.6702
2010-06-01	1.2235	1.2353	1.2112	91.04	91.45	90.55	1.157	1.173	1.1471	1.4649	1.4723	1.444	1.0539	1.0562	1.0422	0.835	0.8476	0.8324	111.38	112.82	109.78	1.4161	1.422	1.4138	0.833	0.8476	0.8283	133.33	134.47	130.83	78.63	79.63	77.49	1.6951	1.705	1.671	0.6761	0.6839	0.6703
2010-06-02	1.2243	1.2275	1.2176	92.13	92.36	90.98	1.1541	1.1602	1.1529	1.465	1.4769	1.4555	1.0388	1.0573	1.0371	0.8356	0.8379	0.828	112.79	113.06	111.03	1.4133	1.4164	1.4118	0.8412	0.8412	0.8277	134.96	135.4	133.16	79.78	79.9	78.56	1.6908	1.7074	1.6866	0.6812	0.6817	0.6721
2010-06-03	1.2163	1.2326	1.2153	92.57	92.8	92.05	1.1564	1.1602	1.1537	1.4614	1.4743	1.4587	1.0408	1.0573	1.0334	0.8322	0.838	0.832	112.62	114.16	112.14	1.4068	1.4177	1.4053	0.8425	0.8522	0.8317	135.31	136.43	134.59	80.02	80.64	78.56	1.6899	1.6994	1.6845	0.6832	0.6899	0.6721
2010-06-04	1.1963	1.2215	1.1956	91.59	92.89	91.43	1.162	1.1631	1.1437	1.4466	1.4681	1.4456	1.0609	1.0624	1.0368	0.8269	0.8334	0.825	109.57	113.37	109.42	1.3904	1.4091	1.3866	0.8228	0.8477	0.8214	132.47	136.26	132.19	78.81	80.93	78.71	1.6808	1.6926	1.6734	0.6694	0.6864	0.6683
2010-06-07	1.192	1.1991	1.1878	91.63	92.08	90.99	1.163	1.1672	1.1585	1.4467	1.4562	1.439	1.0599	1.0678	1.0515	0.8239	0.8301	0.8209	109.22	110.29	108.09	1.3866	1.3942	1.3851	0.8108	0.8227	0.8097	132.56	133.84	131.13	78.74	79.34	78	1.6822	1.6915	1.6758	0.6586	0.6711	0.6585
2010-06-08	1.1943	1.2008	1.1901	91.4	91.93	90.85	1.1531	1.1641	1.1487	1.4426	1.4529	1.4347	1.048	1.0612	1.0472	0.8278	0.8337	0.8231	109.15	110.05	108.36	1.3775	1.3911	1.3744	0.8272	0.8284	0.809	131.83	133.39	130.46	79.22	79.53	78.28	1.6638	1.6894	1.6533	0.6677	0.6683	0.6576
2010-06-09	1.1979	1.2075	1.1925	91.06	91.67	91.07	1.1479	1.1555	1.1417	1.4526	1.4607	1.4398	1.044	1.0517	1.0365	0.8245	0.8287	0.8244	109.1	110.58	108.88	1.3755	1.3807	1.3737	0.8274	0.8358	0.8196	132.3	133.78	131.44	79.29	80.18	79.01	1.6673	1.6716	1.6626	0.6655	0.6748	0.6615
2010-06-10	1.2117	1.2143	1.1958	91.26	91.48	90.86	1.143	1.1504	1.14	1.4704	1.4717	1.4511	1.0313	1.0451	1.0288	0.8237	0.8282	0.8223	110.58	110.79	108.99	1.3851	1.3858	1.3749	0.8485	0.85	0.8269	134.2	134.26	132.27	79.82	80.11	79.19	1.6807	1.6841	1.6657	0.6864	0.6867	0.6699
2010-06-11	1.2091	1.2152	1.2046	91.71	91.78	91.2	1.1501	1.1546	1.1406	1.4532	1.4758	1.4505	1.0346	1.039	1.0298	0.8319	0.8324	0.8212	110.88	111.39	110.31	1.3912	1.3949	1.3814	0.8503	0.8504	0.8424	133.26	135.14	132.72	79.7	80.31	79.34	1.6721	1.6859	1.6691	0.6896	0.6906	0.6805
2010-06-14	1.2225	1.2298	1.2118	91.44	92.11	91.43	1.1422	1.1488	1.1348	1.4746	1.4808	1.4553	1.0325	1.0349	1.0225	0.8291	0.836	0.8285	111.8	112.88	111.12	1.3967	1.3984	1.3873	0.8587	0.8666	0.8511	134.81	135.89	133.45	80.03	81	79.81	1.6842	1.6866	1.6683	0.6957	0.702	0.6905
2010-06-15	1.2337	1.2349	1.2167	91.42	91.69	91.09	1.1321	1.1481	1.1295	1.4807	1.4836	1.4684	1.0259	1.036	1.0241	0.8331	0.8337	0.8262	112.79	113.05	110.88	1.397	1.4041	1.3912	0.8651	0.8652	0.8507	135.35	135.67	133.96	80.72	81.01	79.43	1.6768	1.6921	1.6736	0.6979	0.6985	0.6889
2010-06-16	1.2303	1.2355	1.2255	91.39	91.82	91.1	1.1299	1.1339	1.1251	1.4782	1.4855	1.4752	1.0242	1.0323	1.0224	0.8321	0.8339	0.8286	112.46	113.33	111.73	1.3902	1.3972	1.3863	0.8636	0.8674	0.8582	135.12	135.97	134.56	80.86	81.31	80.52	1.6699	1.6789	1.6683	0.6978	0.7003	0.6932
2010-06-17	1.2385	1.2412	1.2243	90.97	91.44	90.52	1.1117	1.1329	1.1096	1.4819	1.4838	1.4646	1.0269	1.0337	1.0225	0.8355	0.8384	0.8339	112.65	113.21	111.66	1.3772	1.3923	1.374	0.8673	0.8686	0.8584	134.82	135.49	133.57	81.79	82.08	80.53	1.648	1.6666	1.6432	0.7031	0.7035	0.695
2010-06-18	1.2384	1.2416	1.2351	90.67	90.96	90.42	1.1082	1.1132	1.1066	1.4826	1.4866	1.4768	1.0215	1.0312	1.0215	0.8358	0.8373	0.8323	112.36	112.8	111.86	1.3729	1.3786	1.3713	0.872	0.873	0.8649	134.37	135.19	133.9	81.81	81.94	81.4	1.6424	1.6386	1.6424	0.7065	0.7073	0.7014
2010-06-21	1.2304	1.2486	1.2304	90.96	91.48	90.3	1.1137	1.1137	1.101	1.4739	1.4936	1.4741	1.0257	1.026	1.0139	0.8347	0.8381	0.8328	111.96	113.41	111.87	1.3704	1.3761	1.3687	0.8753	0.8859	0.8754	134.07	136.03	134.01	81.65	82.53	81.65	1.6414	1.651	1.6372	0.7069	0.7152	0.7072
2010-06-22	1.2271	1.2353	1.2251	90.34	91.1	90.35	1.1068	1.1121	1.1037	1.4811	1.4859	1.4689	1.0284	1.0295	1.0182	0.8284	0.8368	0.8274	110.86	112.46	110.89	1.3586	1.3703	1.3584	0.8724	0.8832	0.8722	133.81	134.76	133.13	81.58	82.2	81.51	1.6397	1.6441	1.6301	0.7047	0.7119	0.7044
2010-06-23	1.2321	1.2343	1.221	89.94	90.58	89.74	1.1042	1.1138	1.1022	1.4953	1.4973	1.4804	1.0368	1.0459	1.0274	0.8235	0.8287	0.8202	110.81	111.38	109.93	1.3605	1.3616	1.3548	0.8744	0.878	0.8662	134.46	134.97	133.73	81.43	81.89	80.83	1.6511	1.658	1.6399	0.7139	0.7162	0.7028
2010-06-24	1.2329	1.2387	1.2263	89.48	89.98	89.23	1.102	1.1068	1.0988	1.4924	1.501	1.4926	1.0432	1.0469	1.0375	0.8259	0.8274	0.8181	110.31	111	109.56	1.3587	1.3629	1.3551	0.8669	0.8771	0.8642	133.52	134.87	133.5	81.17	81.49	80.78	1.645	1.6582	1.6441	0.7089	0.7142	0.7038
2010-06-25	1.2378	1.2395	1.2253	89.25	89.77	89.23	1.0924	1.1046	1.0925	1.5039	1.5043	1.4857	1.0367	1.0442	1.0341	0.823	0.8272	0.8203	110.5	110.89	109.59	1.3523	1.3601	1.346	0.8744	0.876	0.8596	134.27	134.52	133.15	81.66	81.87	81.15	1.6423	1.6488	1.6375	0.7138	0.7157	0.6997
2010-06-28	1.2279	1.2397	1.2266	89.39	89.47	89.07	1.0868	1.0941	1.0818	1.5111	1.5128	1.502	1.0348	1.0371	1.032	0.8124	0.8237	0.8122	109.75	110.8	109.61	1.3342	1.3544	1.3329	0.8731	0.8776	0.8708	135.05	135.24	134.22	82.22	82.53	81.64	1.642	1.6469	1.6298	0.7086	0.7148	0.7062
2010-06-29	1.2188	1.229	1.2152	88.46	89.42	88.29	1.0803	1.0903	1.0803	1.5062	1.5119	1.5014	1.0566	1.0574	1.0344	0.8089	0.8136	0.8068	107.83	109.86	107.33	1.3169	1.3362	1.3169	0.8481	0.8721	0.8473	133.25	135.13	132.85	81.86	82.25	81.24	1.6276	1.6438	1.6273	0.692	0.7085	0.6911
2010-06-30	1.2229	1.2304	1.2167	88.36	88.76	88.37	1.0775	1.0854	1.0754	1.4938	1.5073	1.4936	1.0645	1.0646	1.0467	0.8186	0.8227	0.809	108.07	109.12	107.7	1.3177	1.3288	1.3177	0.8408	0.8566	0.841	131.99	133.6	132.03	81.96	82.3	81.67	1.6096	1.6331	1.6099	0.6856	0.6954	0.6857
2010-07-01	1.2522	1.2539	1.2194	87.55	88.56	86.97	1.0585	1.0788	1.0581	1.518	1.519	1.4875	1.0586	1.0674	1.0578	0.8247	0.8256	0.8167	109.63	109.81	107.52	1.3258	1.3401	1.3074	0.8431	0.8448	0.8317	132.87	133.03	131.33	82.66	82.75	81.25	1.6069	1.6295	1.595	0.6897	0.6914	0.6796
2010-07-02	1.2547	1.2613	1.2483	87.73	88.21	87.34	1.0646	1.0697	1.0588	1.5194	1.5229	1.5152	1.063	1.0668	1.0558	0.8257	0.8299	0.8219	110.08	110.74	109.58	1.3362	1.3437	1.322	0.8431	0.851	0.8403	133.28	133.86	132.75	82.38	83.14	82	1.6181	1.6251	1.6056	0.6883	0.697	0.6874
2010-07-05	1.2533	1.2563	1.2509	87.75	88	87.64	1.0646	1.0674	1.0619	1.5129	1.5199	1.5091	1.0647	1.0676	1.0576	0.828	0.8298	0.8253	110.02	110.42	109.73	1.335	1.3367	1.3308	0.8384	0.8468	0.8372	132.74	133.66	132.41	82.42	82.79	82.21	1.6112	1.6184	1.6057	0.687	0.6941	0.6856
2010-07-06	1.2614	1.2662	1.2481	87.46	87.99	87.36	1.0594	1.0666	1.0561	1.5133	1.5227	1.5084	1.0557	1.0677	1.0487	0.8333	0.8342	0.8266	110.35	110.85	109.15	1.3363	1.3418	1.3283	0.8491	0.8559	0.8318	132.38	133.68	131.9	82.51	83.08	82.01	1.6025	1.6174	1.6034	0.6916	0.6974	0.6828
2010-07-07	1.2634	1.2664	1.2554	87.73	87.74	87.02	1.052	1.0637	1.051	1.5193	1.5219	1.508	1.0486	1.0606	1.0476	0.8316	0.8339	0.8292	110.84	110.88	109.32	1.3291	1.339	1.3265	0.8646	0.8664	0.8451	133.29	133.32	131.24	83.34	83.41	81.9	1.5983	1.6086	1.5973	0.7038	0.7051	0.6887
2010-07-08	1.2693	1.27	1.2622	88.36	88.64	87.68	1.0487	1.0564	1.0483	1.5158	1.5241	1.5103	1.0436	1.0484	1.038	0.8374	0.8381	0.831	112.16	112.52	110.75	1.3317	1.3357	1.326	0.8759	0.8791	0.8623	133.96	134.58	133.07	84.23	84.35	83.33	1.5896	1.6036	1.5883	0.7086	0.7103	0.7025
2010-07-09	1.2639	1.2722	1.2608	88.64	88.71	88.38	1.0554	1.0597	1.0491	1.5064	1.5204	1.5052	1.033	1.0454	1.0297	0.8387	0.8398	0.8333	112.04	112.67	111.53	1.3342	1.3397	1.331	0.8763	0.878	0.8728	133.51	134.64	133.25	83.96	84.49	83.48	1.59	1.6058	1.5891	0.7104	0.7114	0.7064
2010-07-12	1.2589	1.2647	1.255	88.6	89.15	88.4	1.0597	1.0675	1.0549	1.5029	1.5086	1.495	1.0373	1.0386	1.0301	0.8375	0.8417	0.8341	111.52	112.39	111.14	1.3342	1.341	1.3305	0.8745	0.8776	0.8703	133.16	133.99	132.59	83.58	84.42	82.99	1.5928	1.6052	1.5835	0.7099	0.7108	0.7059
2010-07-13	1.2717	1.2737	1.2523	88.43	88.86	88.04	1.0547	1.0645	1.0515	1.5166	1.5191	1.4966	1.0322	1.0385	1.0278	0.8382	0.8392	0.8316	112.47	112.52	110.69	1.341	1.3414	1.3312	0.8816	0.8829	0.8683	134.1	134.25	132.48	83.82	83.98	83.12	1.5991	1.6055	1.5908	0.7191	0.7207	0.7078
2010-07-14	1.2737	1.2778	1.2683	88.25	89.11	88.08	1.053	1.0617	1.0531	1.5255	1.5296	1.5175	1.0341	1.037	1.0288	0.8347	0.8384	0.832	112.43	113.29	112.05	1.3415	1.349	1.3409	0.8825	0.8871	0.8787	134.64	135.81	134.32	83.79	84.41	83.46	1.6063	1.6169	1.6001	0.7224	0.7255	0.7161
2010-07-15	1.2914	1.2919	1.2709	87.55	88.43	87.24	1.0418	1.0548	1.0401	1.544	1.5445	1.5238	1.0369	1.0442	1.0283	0.8362	0.8402	0.8325	113.06	113.43	111.82	1.3454	1.3472	1.338	0.8832	0.8847	0.8728	135.21	135.58	134.02	83.99	84.35	83.46	1.6085	1.611	1.5986	0.7291	0.7297	0.7176
2010-07-16	1.2925	1.3007	1.2891	86.57	87.5	86.27	1.0521	1.0542	1.04	1.5299	1.5449	1.5279	1.054	1.0558	1.0382	0.8446	0.8462	0.8365	111.89	113.35	111.56	1.3598	1.3625	1.3457	0.8688	0.8844	0.8683	132.46	135.07	132.04	82.26	83.97	82.04	1.6096	1.6133	1.6004	0.7106	0.7281	0.71
2010-07-19	1.2945	1.2991	1.2872	86.82	87.21	86.49	1.0552	1.056	1.0451	1.5227	1.5352	1.5204	1.055	1.058	1.05	0.8496	0.8532	0.8424	112.4	113.05	111.45	1.3665	1.3673	1.351	0.87	0.8719	0.8635	132.24	133.43	131.82	82.23	83.11	82.22	1.6079	1.6108	1.599	0.7068	0.7112	0.7031
2010-07-20	1.2889	1.3028	1.284	87.37	87.48	86.7	1.0524	1.0556	1.0453	1.5283	1.5309	1.5154	1.0452	1.0586	1.0435	0.8433	0.8534	0.8434	112.63	113.33	111.48	1.3566	1.3681	1.3502	0.8827	0.8838	0.8669	133.5	133.64	131.52	83	83.5	82.21	1.608	1.6091	1.5923	0.7157	0.7162	0.7047
